FIPS,STATE,COUNTY,GEN_VAX_RATE,COUN_VAX_RATE,COMP_RATE_18UP,COMP_RATE_65UP,BOOSTER_RATE,BOOSTER_RATE_18UP,BOOSTER_RATE_65UP,SVI,IS_METRO,POP,POP_18UP,POP_65UP
42105,PA,Potter County,94.7,37.2,43.8,57.6,43.0,45.2,60.0,B,0,16526,13183,4043
38077,ND,Richland County,92.6,50.8,59.8,80,46.0,49.8,72.0,A,0,16177,12641,3021
26105,MI,Mason County,95.5,60.2,70.5,89.4,58.7,61.5,79.2,B,0,29144,23240,7069
18153,IN,Sullivan County,98.6,49.2,57.7,81.4,42.7,44.5,69.1,C,1,20669,16744,3820
26023,MI,Branch County,95.5,44.9,55.1,79.1,49.5,51.7,71.1,C,0,43517,33521,8129
17105,IL,Livingston County,98.4,50.6,60.4,82.8,50.5,53.1,75.3,B,0,35648,27965,6913
28027,MS,Coahoma County,98.1,51.1,63.1,83.4,37.5,40.4,61.2,D,0,22124,16155,3541
21133,KY,Letcher County,94,52.9,62.5,75.1,44.5,47.5,68.2,D,0,21553,16877,4288
01027,AL,Clay County,92.4,41.4,49.5,67.9,29.1,30.3,44.3,C,0,13235,10566,2785
49035,UT,Salt Lake County,97.6,69.5,81.3,94,48.6,54.0,77.6,B,1,1160437,851292,130051
26043,MI,Dickinson County,95.5,65.8,77.8,95,45.9,47.8,60.3,A,0,25239,20178,5754
18179,IN,Wells County,98.6,41.4,51.7,78.7,43.9,45.9,63.5,A,1,28296,21337,5270
26089,MI,Leelanau County,95.5,81.7,90.4,95,57.7,60.4,76.7,A,0,21761,18267,6956
48229,TX,Hudspeth County,99,73.8,81.8,73.8,29.6,32.2,48.3,D,1,4886,3869,775
06057,CA,Nevada County,97.5,63.2,69.7,77.8,53.9,57.4,73.4,A,0,99755,82837,28306
30081,MT,Ravalli County,95.8,48.3,56,76.4,52.7,55.3,69.7,A,0,43806,35591,11628
42075,PA,Lebanon County,94.7,55.4,65.6,82.5,42.4,45.0,63.7,C,1,141793,109639,28173
37165,NC,Scotland County,96.9,46.8,57.2,78.5,28.2,29.6,37.2,D,0,34823,26793,6531
48447,TX,Throckmorton County,99,40.8,48.8,54.6,40.0,41.4,56.8,B,0,1501,1212,445
47181,TN,Wayne County,97.8,40.7,46.7,71.3,41.6,43.2,60.2,D,0,16673,13899,3315
29213,MO,Taney County,91.3,40.2,47.5,61.4,36.5,38.5,56.9,D,0,55928,44243,12379
31043,NE,Dakota County,90.6,63.6,82,91,31.9,34.3,65.1,D,1,20026,14192,2786
72057,PR,Guayama Municipio,95.9,71.3,75.7,82.3,55.9,59.8,66.6,C,1,39465,32089,7530
37175,NC,Transylvania County,96.9,54.4,60.3,70.1,32.0,33.5,39.9,B,0,34385,29099,10809
56009,WY,Converse County,97.1,34,42.8,67.7,43.0,44.7,65.5,A,0,13822,10448,2379
35007,NM,Colfax County,97,61.5,70.1,79.3,54.9,57.3,69.6,D,0,11941,9803,3267
06039,CA,Madera County,97.5,53.3,63.9,80.7,42.3,46.9,67.4,D,1,157327,114178,22573
06015,CA,Del Norte County,97.5,42.7,49.8,71.1,49.2,52.5,68.9,D,0,27812,21990,5123
20153,KS,Rawlins County,93.6,42.8,51.5,66.9,46.8,49.2,66.2,A,0,2530,1979,707
36039,NY,Greene County,97.6,62,68.3,81.1,52.6,55.6,70.3,B,0,47188,39542,10725
22109,LA,Terrebonne Parish,96.8,45,56.4,81.4,33.9,35.8,60.0,D,1,110461,82718,16503
22035,LA,East Carroll Parish,96.8,45.8,55.8,85.2,40.0,42.4,64.1,D,0,6861,5223,1047
21213,KY,Simpson County,94,50.1,61.3,86.3,42.6,45.1,66.2,B,0,18572,14162,3103
28035,MS,Forrest County,98.1,43.2,51.8,71.3,35.8,38.1,63.4,D,1,74897,57524,10412
18103,IN,Miami County,98.6,39.9,48.4,71.9,37.5,38.6,56.9,C,0,35516,28001,6399
29105,MO,Laclede County,91.3,37.2,46.9,71,35.5,37.1,54.8,C,0,35723,26892,6351
05101,AR,Newton County,90.5,33.5,39.9,54.5,41.6,42.9,56.9,B,0,7753,6257,2112
08025,CO,Crowley County,97.1,21.5,23.2,56.5,45.3,46.6,64.4,D,0,6061,5369,850
72145,PR,Vega Baja Municipio,95.9,81.3,86,82.8,50.1,52.7,56.9,B,1,50023,40987,10563
19121,IA,Madison County,97.4,53.7,64.4,90.1,53.7,57.7,78.8,A,1,16338,12347,2880
26007,MI,Alpena County,95.5,55.4,65.1,89.3,55.1,56.9,71.2,B,0,28405,23091,6781
13257,GA,Stephens County,89.6,40.8,50.5,77.3,38.2,39.4,55.3,D,0,25925,20097,5121
12053,FL,Hernando County,98.6,54.5,62.7,82,42.4,44.5,60.0,C,1,193920,158562,53348
29047,MO,Clay County,91.3,53.6,61.2,80.6,47.5,52.6,75.0,A,1,249948,190200,36092
17187,IL,Warren County,98.4,49.5,58.3,80.5,51.8,55.2,79.3,C,0,16844,13220,3398
33005,NH,Cheshire County,94.1,61.5,69.1,89.5,25.8,26.8,26.9,A,0,76085,62566,15734
72137,PR,Toa Baja Municipio,95.9,76.1,81.6,84.6,51.4,54.1,60.5,A,1,74271,60939,15086
18065,IN,Henry County,98.6,51.8,61.3,85.8,45.0,47.1,67.9,B,0,47972,38234,9264
18139,IN,Rush County,98.6,46.7,57.1,84.4,46.8,49.0,70.3,B,0,16581,12836,3108
21023,KY,Bracken County,94,47,56.9,84.1,44.5,47.5,67.1,B,1,8303,6348,1428
29065,MO,Dent County,91.3,33.8,41,52.4,37.6,39.5,60.1,C,0,15573,12119,3478
47085,TN,Humphreys County,97.8,41.1,50.1,75.4,35.4,36.6,52.0,B,0,18582,14586,3761
39165,OH,Warren County,98.6,63.6,73.1,90.2,51.1,55.7,73.2,A,1,234602,177873,34945
72027,PR,Camuy Municipio,95.9,78.4,82.6,84.1,55.8,58.9,62.3,A,1,30504,25217,6351
40059,OK,Harper County,93.8,44.8,55.2,79.3,42.0,44.9,64.7,B,0,3688,2745,723
46137,SD,Ziebach County,96.7,33,35.9,52.7,32.6,39.1,49.6,D,0,2756,1997,264
05097,AR,Montgomery County,90.5,36.1,42.7,59.5,41.1,42.5,60.0,C,0,8986,7323,2426
29019,MO,Boone County,91.3,61.2,68.7,90.9,41.2,44.6,64.2,B,1,180463,143733,23084
26163,MI,Wayne County,95.5,53.9,64.7,81.4,49.3,52.1,71.4,D,1,1749343,1337049,276530
21111,KY,Jefferson County,94,63.4,72.8,86.2,46.0,49.6,71.3,C,1,766757,598182,127741
42007,PA,Beaver County,94.7,50.9,57.9,55.8,51.2,54.7,95.0,A,1,163929,132398,36098
27123,MN,Ramsey County,94.6,71.1,80.3,93,56.6,62.4,83.4,C,1,550321,422368,81827
29093,MO,Iron County,91.3,38.5,46.6,66.6,36.4,37.7,56.1,D,0,10125,8019,2215
21003,KY,Allen County,94,39.4,48.3,65.5,40.7,42.7,63.5,C,1,21315,16412,3851
26129,MI,Ogemaw County,95.5,45.1,53.3,75.3,54.0,55.5,69.8,C,0,20997,17100,5514
46031,SD,Corson County,96.7,51.4,59.6,64.7,25.4,33.3,60.3,D,0,4086,2592,490
36043,NY,Herkimer County,97.6,58.7,67.3,83.3,53.2,56.7,73.2,C,1,61319,48793,13017
42043,PA,Dauphin County,94.7,62.5,72.7,87.3,41.1,44.0,63.7,B,1,278299,215697,48420
01017,AL,Chambers County,92.4,31.2,37.3,50.8,35.6,37.2,56.9,C,0,33254,26341,6715
47141,TN,Putnam County,97.8,50.7,60.5,92.5,42.7,44.7,66.4,C,0,80245,63524,13459
06007,CA,Butte County,97.5,53.2,61.2,78.3,51.2,54.4,68.2,D,1,219186,174793,40228
30097,MT,Sweet Grass County,95.8,40.7,48.4,64.6,50.9,53.2,69.5,A,0,3737,2972,1025
47179,TN,Washington County,97.8,59.2,67.8,91.8,45.2,47.8,66.6,B,1,129375,104876,24275
24003,MD,Anne Arundel County,98.2,76.4,85.5,95,48.4,53.2,76.5,A,1,579234,450317,87001
51103,VA,Lancaster County,79.3,60,68.4,81.2,35.7,36.6,46.4,A,0,10603,8963,3888
04011,AZ,Greenlee County,97.7,43.7,54.8,72.3,44.8,48.0,68.7,C,0,9498,6929,1297
51570,VA,Colonial Heights city,79.3,36.1,45,62,1.1,1.1,1.4,C,1,17370,13267,3436
54073,WV,Pleasants County,97.2,51.9,60.1,86.1,43.1,45.1,61.5,B,0,7460,6077,1461
13151,GA,Henry County,89.6,43.9,53.6,78,37.0,39.4,56.5,B,1,234561,175285,28018
48289,TX,Leon County,99,35.7,44.2,63.4,35.7,36.7,49.7,C,0,17404,13514,4334
72119,PR,Rio Grande Municipio,95.9,70.7,74.8,75.9,47.9,50.2,53.4,C,1,48025,39579,9963
13273,GA,Terrell County,89.6,57.8,69.4,88.6,36.4,39.0,58.2,D,1,8531,6568,1713
02230,AK,Skagway Municipality,97.6,69.9,76.4,79.7,53.9,57.1,84.6,A,0,1183,1001,187
26113,MI,Missaukee County,95.5,48.3,59.9,83.4,52.5,54.2,76.5,B,0,15118,11658,3135
17189,IL,Washington County,98.4,58.4,67.8,87.2,50.0,52.8,76.2,A,0,13887,10950,2879
20119,KS,Meade County,93.6,40,49.6,56.6,31.0,32.8,36.5,B,0,4033,3026,788
37107,NC,Lenoir County,96.9,53.8,64.9,85.1,27.9,29.4,42.4,D,0,55949,43423,11303
37009,NC,Ashe County,96.9,53.2,60.6,69.8,31.4,33.0,42.2,B,0,27203,22479,7249
47063,TN,Hamblen County,97.8,42.4,51.7,70.5,41.2,43.3,63.6,D,1,64934,50013,12014
26107,MI,Mecosta County,95.5,41.7,48.2,77.2,54.9,57.3,75.3,C,0,43453,35416,8098
13147,GA,Hart County,89.6,38,46.1,68.4,38.6,39.9,53.6,C,0,26205,20783,5788
39065,OH,Hardin County,98.6,38.3,47,79.3,44.4,46.4,64.7,B,0,31365,24089,5112
24005,MD,Baltimore County,98.2,70.6,80,90.7,51.8,56.1,75.3,B,1,827370,648488,145304
12097,FL,Osceola County,98.6,72.1,84.5,95,31.9,34.7,55.9,D,1,375751,285151,50781
50017,VT,Orange County,73.6,52.7,57.1,64.5,52.2,55.9,70.9,A,0,28892,23656,6366
54101,WV,Webster County,97.2,47.4,55.4,75.8,46.7,48.8,62.4,C,0,8114,6536,1951
17149,IL,Pike County,98.4,40.9,50.7,76.1,43.6,45.0,65.0,B,0,15561,12055,3312
46109,SD,Roberts County,96.7,73,87.5,88.3,36.1,41.6,63.1,C,0,10394,7349,2052
51036,VA,Charles City County,79.3,81.2,87.9,89,2.5,2.6,4.9,A,1,6963,5939,1775
28003,MS,Alcorn County,98.1,38.6,47.4,69.5,39.0,40.7,61.2,C,0,36953,28644,6965
06073,CA,San Diego County,97.5,69.8,78.3,84.6,29.3,32.2,46.0,C,1,3338330,2623534,484452
31161,NE,Sheridan County,90.6,31.8,38.3,46.4,51.4,54.4,79.1,C,0,5246,4091,1401
47039,TN,Decatur County,97.8,37.8,45.9,63.5,44.3,45.8,63.0,C,0,11663,9251,2805
35061,NM,Valencia County,97,58.9,68.4,80.7,49.0,52.9,67.2,D,1,76688,58804,13979
39161,OH,Van Wert County,98.6,43.1,53.2,80.1,49.4,51.4,70.4,A,0,28275,21715,5498
54035,WV,Jackson County,97.2,51.9,61.5,83.4,48.6,51.1,68.5,B,0,28576,22529,5965
37045,NC,Cleveland County,96.9,49.3,58.4,80.7,26.0,27.7,39.6,D,0,97947,76504,18575
47155,TN,Sevier County,97.8,50,59.3,78.8,41.2,43.1,64.1,C,0,98250,78227,19972
20177,KS,Shawnee County,93.6,61,71,88.1,49.5,53.5,72.8,C,1,176875,135735,33317
36091,NY,Saratoga County,97.6,78.8,86.2,94.5,57.6,62.6,78.3,A,1,229863,184651,43232
18101,IN,Martin County,98.6,45,55.4,77.1,40.4,41.7,62.3,A,0,10255,7982,2114
19001,IA,Adair County,97.4,49.1,58.2,78.1,58.1,61.9,82.6,A,0,7152,5593,1648
08029,CO,Delta County,97.1,47.4,56,79.2,52.1,54.2,65.2,C,0,31162,25048,8352
20149,KS,Pottawatomie County,93.6,40.9,50.4,72.5,51.5,56.5,76.3,A,1,24383,17322,3565
30069,MT,Petroleum County,95.8,30.4,35.8,64,56.1,57.2,68.8,A,0,487,405,125
47035,TN,Cumberland County,97.8,46.5,54.3,78.2,51.1,52.5,67.4,C,0,60520,50083,18904
16023,ID,Butte County,97.8,48.8,60,71,37.0,39.7,55.5,A,1,2597,1966,614
21015,KY,Boone County,94,61.7,74.5,92.9,43.1,46.6,69.9,A,1,133581,99065,18803
51175,VA,Southampton County,79.3,36.9,43.3,58.9,10.5,10.7,15.0,B,0,17631,14356,3671
18127,IN,Porter County,98.6,56.5,65.8,87.5,46.9,49.7,67.8,A,1,170389,133319,28752
40137,OK,Stephens County,93.8,47.1,57.6,82.2,38.8,40.9,58.5,C,0,43143,33209,8764
29123,MO,Madison County,91.3,39.2,48.4,68.2,40.7,42.5,64.2,B,0,12088,9307,2371
21047,KY,Christian County,94,35.8,45.8,74.4,33.0,34.9,57.6,D,1,70461,51399,8983
17129,IL,Menard County,98.4,57.1,67.4,86.5,50.2,52.8,74.9,A,1,12196,9565,2442
21027,KY,Breckinridge County,94,48.7,57.8,74,41.5,44.4,66.9,C,0,20477,15872,4047
31099,NE,Kearney County,90.6,46.7,55.5,70.3,55.0,60.5,86.3,A,0,6495,4887,1287
28149,MS,Warren County,98.1,57.1,67.8,86.9,39.7,42.9,66.9,D,0,45381,34677,7826
48025,TX,Bee County,99,49.9,58.8,82.7,33.5,35.3,59.2,D,0,32565,25742,4091
35031,NM,McKinley County,97,86.2,93.9,95,40.2,47.0,58.7,D,0,71367,51282,9200
17195,IL,Whiteside County,98.4,57.6,67.4,86,48.9,52.3,70.3,B,0,55175,43090,11732
55049,WI,Iowa County,96.9,68.5,78.5,95,61.4,66.9,85.5,A,1,23678,18396,4610
51025,VA,Brunswick County,79.3,51.7,58.3,72.9,34.0,35.8,48.4,D,0,16231,13563,3534
29227,MO,Worth County,91.3,40.7,49.4,70.5,42.1,43.1,56.8,A,0,2013,1619,522
51750,VA,Radford city,79.3,34.8,38.3,69.3,4.6,4.7,6.2,B,1,18249,15961,1722
37019,NC,Brunswick County,96.9,61.1,68.3,84.9,27.9,28.9,36.7,B,1,142820,121795,46605
26027,MI,Cass County,95.5,43.1,50.9,69.4,42.3,44.3,58.3,B,1,51787,41124,11149
06081,CA,San Mateo County,97.5,83.2,89.8,93,63.9,69.9,81.8,B,1,766573,611410,126877
18137,IN,Ripley County,98.6,47.8,58.7,87.1,45.0,47.0,66.2,B,0,28324,21705,5185
UNK,SD,Unknown County,96.7,0,0,0,56.2,57.4,94.0,,,,,
01031,AL,Coffee County,92.4,46.9,57.4,78.9,26.7,28.3,53.0,C,0,52342,39948,9031
50011,VT,Franklin County,73.6,37,41.4,50,55.4,60.5,80.4,A,1,49402,38568,8246
21093,KY,Hardin County,94,62.3,74.2,90.4,34.5,37.2,64.9,C,1,110958,83820,16027
39155,OH,Trumbull County,98.6,54.4,63.7,83.6,50.3,53.0,70.7,B,1,197974,157776,43681
21141,KY,Logan County,94,50.5,62,85.4,41.9,44.1,66.9,C,0,27102,20784,5051
16045,ID,Gem County,97.8,39.6,48.6,73.4,42.2,44.6,59.5,C,1,18112,13979,3986
49027,UT,Millard County,97.6,45,59.4,73.8,36.5,39.8,59.4,B,0,13188,9098,2348
42051,PA,Fayette County,94.7,56.6,65.9,86.9,43.8,45.8,61.9,C,1,129274,104556,28057
46063,SD,Harding County,96.7,18.8,24.4,49.6,36.5,36.9,50.4,A,0,1298,988,236
37013,NC,Beaufort County,96.9,54.7,64.6,84.9,33.7,35.3,49.5,C,0,46994,37669,11538
48199,TX,Hardin County,99,37.5,46.8,72.7,34.6,36.3,57.2,B,1,57602,43549,9762
48115,TX,Dawson County,99,33.8,43.7,66.9,28.7,29.8,46.4,D,0,12728,9457,1898
55061,WI,Kewaunee County,96.9,51.9,61.1,83,60.3,64.1,83.6,A,1,20434,16044,4276
53023,WA,Garfield County,96,38.8,45.3,53,67.2,71.9,95.0,A,0,2225,1758,564
72127,PR,San Juan Municipio,95.9,73.6,78.6,74.6,48.7,51.0,57.3,A,1,318441,264985,74783
53065,WA,Stevens County,96,39,46.1,61.9,50.0,52.7,69.9,B,1,45723,36037,10914
48305,TX,Lynn County,99,38.7,50.2,67.5,33.9,35.4,52.2,D,1,5951,4329,974
17003,IL,Alexander County,98.4,32.8,41,57.3,39.0,40.0,55.3,D,1,5761,4481,1332
05033,AR,Crawford County,90.5,45.4,54.5,71.5,38.0,40.8,62.3,C,1,63257,47861,10849
13009,GA,Baldwin County,89.6,43.8,50.1,75.7,38.1,40.4,54.6,D,0,44890,36602,7398
10003,DE,New Castle County,96.1,68,76.7,91.2,43.3,46.6,64.7,B,1,558753,439354,89961
20139,KS,Osage County,93.6,50.8,60.8,82.3,48.6,51.9,69.3,A,1,15949,12260,3279
39101,OH,Marion County,98.6,47.7,56.8,82.3,48.3,50.8,72.2,C,0,65093,51391,11861
20169,KS,Saline County,93.6,50,59.1,71.9,45.5,49.1,70.5,B,0,54224,41595,9943
18143,IN,Scott County,98.6,43.6,52.7,78.8,45.5,47.7,70.1,B,1,23873,18508,4074
18115,IN,Ohio County,98.6,75,89.3,95,47.1,48.8,66.6,A,1,5875,4720,1317
18095,IN,Madison County,98.6,52,61.5,85.3,45.5,47.8,67.5,C,1,129569,101872,24197
UNK,MD,Unknown County,98.2,0,0,0,23.0,23.8,57.2,,,,,
22057,LA,Lafourche Parish,96.8,44.8,54.3,70.2,36.9,39.0,69.6,D,1,97614,75129,15570
28139,MS,Tippah County,98.1,41.6,52.2,82.9,36.6,38.0,56.9,D,0,22015,16711,3721
37023,NC,Burke County,96.9,46.5,53.2,70.1,25.5,26.8,38.5,D,1,90485,73860,18720
37075,NC,Graham County,96.9,49.1,58.6,77.3,28.0,28.8,36.5,C,0,8441,6767,2067
40081,OK,Lincoln County,93.8,39.8,48.9,68.6,36.9,38.8,57.8,B,1,34877,26666,6496
54069,WV,Ohio County,97.2,65.8,75.3,95,48.7,51.7,70.1,B,1,41411,33476,9205
48135,TX,Ector County,99,42.5,55.1,81.1,30.2,32.9,55.9,D,1,166223,115893,15970
39127,OH,Perry County,98.6,40.6,50,77,48.5,50.9,70.6,C,1,36134,27651,6140
15005,HI,Kalawao County,0,0,0,0,,,,B,1,86,86,39
42095,PA,Northampton County,94.7,67.5,76.3,91.8,47.1,50.3,68.9,B,1,305285,245070,59625
37037,NC,Chatham County,96.9,61.1,67.4,75.3,21.8,23.9,28.7,B,1,74470,59661,18634
55091,WI,Pepin County,96.9,49.3,56.8,78.9,54.2,58.0,71.7,A,0,7287,5768,1714
17141,IL,Ogle County,98.4,57.7,67.1,84.3,52.1,56.0,77.0,B,0,50643,39358,9711
55021,WI,Columbia County,96.9,66.7,75.9,95,57.9,62.4,81.6,A,1,57532,45433,10579
24027,MD,Howard County,98.2,85.1,93.7,95,58.9,65.8,83.4,A,1,325690,246802,46496
47161,TN,Stewart County,97.8,43.7,52.3,74.9,41.2,43.0,63.5,B,0,13715,10875,2833
12009,FL,Brevard County,98.6,64.1,73.1,88.4,41.3,43.5,59.7,B,1,601942,492787,145752
05119,AR,Pulaski County,90.5,57.6,66.1,79.8,43.8,47.9,71.0,C,1,391911,301549,63023
72121,PR,Sabana Grande Municipio,95.9,84.3,89.1,92.2,63.4,67.6,71.6,C,1,21712,17758,5161
04021,AZ,Pinal County,97.7,53.1,62,75.9,36.9,39.6,54.0,D,1,462789,360425,96566
18045,IN,Fountain County,98.6,46.5,56.6,90.2,40.9,42.2,56.7,A,0,16346,12798,3318
42033,PA,Clearfield County,94.7,49.5,57.5,78,45.5,47.3,62.6,C,0,79255,64899,16614
48209,TX,Hays County,99,61.8,71,95,38.7,42.2,66.5,B,1,230191,177577,26187
54057,WV,Mineral County,97.2,50.7,59.2,80,39.8,41.9,56.6,C,1,26868,21550,5951
55033,WI,Dunn County,96.9,48.9,54.9,83.2,56.9,61.2,84.2,A,0,45368,36503,7298
39135,OH,Preble County,98.6,42.7,52.5,80.4,46.4,47.8,63.1,A,0,40882,31799,8090
19019,IA,Buchanan County,97.4,53.3,66,90,53.6,57.4,81.2,A,0,21175,15684,3867
53041,WA,Lewis County,96,50.9,59.9,75.1,43.0,45.4,67.1,D,0,80707,63499,17200
72151,PR,Yabucoa Municipio,95.9,75.5,79.6,81.5,54.9,58.4,65.0,C,1,32282,26654,7163
08033,CO,Dolores County,97.1,41.7,50,62.3,47.3,48.5,59.1,A,0,2055,1655,538
20155,KS,Reno County,93.6,49.2,59.3,79.4,35.2,36.9,47.8,C,0,61998,48216,12564
20209,KS,Wyandotte County,93.6,56.8,67.6,78.5,33.1,37.0,60.0,D,1,165429,119705,20795
21215,KY,Spencer County,94,29.8,33.3,42.9,71.7,80.6,95.0,A,1,19351,15004,2818
20147,KS,Phillips County,93.6,43,53.1,74.4,44.5,46.2,65.0,A,0,5234,4068,1298
12037,FL,Franklin County,98.6,47.8,54.5,87.6,40.9,42.1,57.2,D,0,12125,10258,2926
26101,MI,Manistee County,95.5,59.6,67.7,86.4,58.8,61.1,76.7,B,0,24558,20341,6458
05105,AR,Perry County,90.5,51.3,60.8,77.5,41.5,44.4,61.2,C,1,10455,8097,2142
37027,NC,Caldwell County,96.9,46.6,54.9,76.4,29.5,30.9,46.9,C,1,82178,65842,16769
12095,FL,Orange County,98.6,68.7,78.9,93.8,36.0,38.9,59.3,C,1,1393452,1087498,171557
37051,NC,Cumberland County,96.9,60,73.1,86.2,13.6,14.3,27.9,D,1,335509,252655,40937
19191,IA,Winneshiek County,97.4,62,68.9,93.6,61.8,66.7,84.7,A,0,19991,16285,4217
26155,MI,Shiawassee County,95.5,51.2,60.5,83.2,55.4,57.8,75.2,A,0,68122,53942,12971
36099,NY,Seneca County,97.6,53.3,60.3,77.1,55.7,59.5,76.5,B,0,34016,27227,6677
27137,MN,St. Louis County,94.6,66.2,73.5,90.6,59.7,64.2,82.9,B,1,199070,161450,39916
51109,VA,Louisa County,79.3,41.2,49,67.2,8.1,8.3,11.9,B,0,37591,30050,7630
48213,TX,Henderson County,99,39,47.4,67,39.3,40.8,58.8,C,0,82737,65135,18534
36079,NY,Putnam County,97.6,72.8,81,86.7,48.8,52.3,68.3,A,1,98320,79205,17728
72061,PR,Guaynabo Municipio,95.9,89.5,94.1,88.8,53.7,56.3,62.1,A,1,83728,70890,19340
01093,AL,Marion County,92.4,36.2,44,62.9,35.5,36.8,55.2,C,0,29709,23539,6389
01125,AL,Tuscaloosa County,92.4,43.3,50.8,76.1,35.5,37.6,59.6,C,1,209355,165385,28789
48243,TX,Jeff Davis County,99,53.4,53.8,59.6,43.6,45.4,56.6,B,0,2274,2119,812
72073,PR,Jayuya Municipio,95.9,79.4,86.9,95,56.4,60.1,66.6,D,0,13891,11007,2450
55043,WI,Grant County,96.9,54.6,62.9,95,53.7,57.6,75.3,A,0,51439,40789,9079
42129,PA,Westmoreland County,94.7,57.3,64.9,80.8,45.9,48.3,63.5,A,1,348899,285329,81263
47051,TN,Franklin County,97.8,40.9,48.8,74.6,45.2,46.7,65.1,B,0,42208,33862,8589
48351,TX,Newton County,99,25.1,29.9,48.2,38.0,39.2,54.7,C,1,13595,10929,2878
42037,PA,Columbia County,94.7,61.3,68.6,91.9,50.5,53.4,72.3,B,1,64964,53571,13032
51139,VA,Page County,79.3,37.8,45,63.3,20.1,20.6,26.0,B,0,23902,19177,5237
48203,TX,Harrison County,99,40.9,50.7,71.3,34.2,36.3,56.4,C,0,66553,49967,11607
08079,CO,Mineral County,97.1,82.3,91.2,95,62.1,64.3,78.4,A,0,769,661,258
12043,FL,Glades County,98.6,33.6,36.9,46.1,40.0,42.2,68.4,D,0,13811,11823,3808
23003,ME,Aroostook County,96.2,68.6,76.7,86.2,55.5,59.4,79.6,C,0,67055,54809,16717
UNK,RI,Unknown County,89.6,0,0,0,42.4,48.0,86.3,,,,,
05021,AR,Clay County,90.5,45.4,54,74.1,43.5,45.6,64.9,C,0,14551,11465,3182
09009,CT,New Haven County,98.3,76.7,85.6,92.9,49.4,53.4,72.2,C,1,854757,683540,152623
13195,GA,Madison County,89.6,43,52.1,76,38.4,40.4,56.5,C,1,29880,23048,5197
20207,KS,Woodson County,93.6,41.8,50.9,68.9,51.2,53.1,67.6,B,0,3138,2465,790
21091,KY,Hancock County,94,58.6,71.5,94.6,45.3,48.4,69.7,B,1,8722,6559,1541
22011,LA,Beauregard Parish,96.8,35.5,44.8,68,33.5,35.0,57.3,C,0,37497,28174,5962
26097,MI,Mackinac County,95.5,74.6,84.9,90.1,48.6,50.0,70.6,C,0,10799,9099,3084
15001,HI,Hawaii County,0,0,0,0,,,,C,0,201513,158312,44041
17097,IL,Lake County,98.4,77.3,86.1,90.2,48.7,53.9,76.7,B,1,696535,530369,103201
51003,VA,Albemarle County,79.3,64.4,71.2,80.5,27.6,29.3,35.3,A,1,109330,87777,21155
39171,OH,Williams County,98.6,44.5,54.3,84.3,49.9,52.2,70.9,B,0,36692,28386,7060
01103,AL,Morgan County,92.4,43.3,53.1,76.8,38.1,39.9,62.3,C,1,119679,92334,21341
27109,MN,Olmsted County,94.6,76.5,86.9,92.4,63.7,70.5,91.1,B,1,158293,119603,25236
47083,TN,Houston County,97.8,43.1,52.2,73.7,41.7,43.3,62.7,C,0,8201,6469,1705
19109,IA,Kossuth County,97.4,51.7,62.9,83.6,55.4,58.0,77.2,A,0,14813,11554,3610
29129,MO,Mercer County,91.3,35.4,45,60.2,41.7,43.0,66.3,B,0,3617,2753,814
38027,ND,Eddy County,92.6,51.3,63.1,81.5,52.5,55.7,78.9,B,0,2287,1751,541
31077,NE,Greeley County,90.6,40.4,49.9,59.3,61.4,64.0,89.5,A,0,2356,1815,597
54059,WV,Mingo County,97.2,40,49.1,67.7,33.8,35.3,47.6,D,0,23424,18179,4635
53031,WA,Jefferson County,96,76.2,81.5,92.7,69.4,72.2,86.5,A,0,32221,28433,12227
26001,MI,Alcona County,95.5,58,64.7,79.7,56.0,57.0,69.3,B,0,10405,9092,3761
56001,WY,Albany County,97.1,55.9,60.5,88.8,47.4,50.6,75.5,A,0,38880,32627,4752
12021,FL,Collier County,98.6,69.2,78.8,93,40.0,41.8,53.2,B,1,384902,320147,126707
37041,NC,Chowan County,96.9,56,66,84.1,31.4,32.9,46.8,D,0,13943,11164,3521
UNK,NY,Unknown County,97.6,0,0,0,31.7,32.5,67.9,,,,,
13309,GA,Wheeler County,89.6,26.4,29.6,60.7,34.2,36.4,52.3,D,0,7855,6524,1159
48049,TX,Brown County,99,41.3,50.5,68.9,33.0,34.2,52.2,C,0,37864,29693,7720
08039,CO,Elbert County,97.1,37.3,43.6,60.3,50.9,53.7,68.6,A,1,26729,21051,4602
17197,IL,Will County,98.4,67.4,76.6,89.8,49.2,54.4,76.2,A,1,690743,521916,93591
25015,MA,Hampshire County,89.9,66.1,68.2,90.8,60.1,64.8,78.8,A,1,160830,137637,28806
42065,PA,Jefferson County,94.7,48.2,58.1,84.4,45.9,47.7,62.5,B,0,43425,34209,9343
17119,IL,Madison County,98.4,61.6,70.7,88.3,46.8,50.6,73.4,B,1,262966,205885,46334
13157,GA,Jackson County,89.6,41.9,52.7,82.3,37.7,39.5,56.6,B,0,72977,54499,10699
19069,IA,Franklin County,97.4,54.3,65.1,87.2,51.2,54.9,77.8,A,0,10070,7726,2152
40085,OK,Love County,93.8,41.8,52.2,70.8,35.8,37.4,56.4,C,0,10253,7790,2007
37157,NC,Rockingham County,96.9,49.7,58.4,78.7,24.5,25.9,38.5,D,1,91010,72695,18996
